"PointID","OSEWellID","OSEWelltagID","HoleDepth","WellDepth","CasingDiameter","CasingDepth","CasingDescription","FormationZone","Meaning"
"NM-08749","","","","","","","","121OGLL","Unused"
"NM-02899","","","","","","","","210CRCS","Livestock"
"NM-05639","","","","","","","","","Irrigation"
"NM-00989","","","","585","","","","","Livestock"
"QY-0449","","","185","185","0.4166666567325592","","","231SNRS","Livestock"
"NM-18189","","","","35","","","","","Livestock"
"SM-0154","PN-00728","","400","400","","400","","300YESO","Domestic"
"NM-22441","","","","180","","","","110AVMB","Unused"
"NM-04205","","","","","","","","","Unused"
"NM-00099","","","","","","","","318BSPG","Irrigation"
"NM-04181","","","247","66","","","","110AVMB","Irrigation"
"NM-18731","","","","112","","","","121OGLL","Domestic"
"NM-07301","","","","","","","","110AVMB","Livestock"
"NM-23384","","","915","901","","","","","Industrial"
"NM-23348","","","150","150","","","","325MDER","Domestic"
"SM-0014","PN-00572","","490","490","0.41999998688697815","490","","300YESO","Domestic"
"NM-13776","","","","235","","","","313SADR","Unused"
"NM-27054","","","","","","","","","Domestic"
"NM-03269","","","","","","","","121OGLL","Unused"
"WL-0149","X","","","","0.41999998688697815","","","","Domestic"
"NM-10067","","","","235","","","","110AVMB","Unused"
"NM-01350","","","","88","","","","231SNRS","Livestock"
"NM-04119","","","583","460","","","","110AVMB","Irrigation"
"NM-12610","","","","425","","","","313ARTS","Irrigation"
"SD-0203","X","","210","210","0.375","","","325MDER","Unused"
"NM-01937","","","800","800","","","","112SNTF","Livestock"
"TC-251","RG-54393","","780","780","","","","","Domestic"
"NM-25528","","","","123","","","","","Domestic"
"NM-19207","","","","100","","","","231SNRS","Livestock"
"NM-14556","","","126","","","","","","Livestock"
"NM-11674","","","","","","","","110AVMB","Unused"
"NM-12680","","","","305","","","","313ARTS","Unused"
"NM-18403","","","","","","","","121OGLL","Livestock"
"NM-25673","","","101","101","","","","000IRSV","Domestic"
"DE-0038","X","","","","0.5","","","","Livestock"
"AR-0112","X","","","","0.550000011920929","","","","Domestic"
"NM-12215","","","","1080","","","","313SADR","Unused"
"NM-24310","","","375","","","","","","Domestic"
"NM-25241","","","","46","","","","","Irrigation"
"NM-21067","","","","275","","","","326MGDL","Irrigation"
"NM-11720","","","","387","","","","","Irrigation"
"NM-06433","","","","","","","","110AVMB","Livestock"
"NM-08158","","","","","","","","121OGLL","Unused"
"MB-0007","","","","","","","","","Open, unequipped well"
"DA-0019","","","","","","","","050QUAL","Livestock"
"NM-19151","","","","358","","","","121OGLL","Irrigation"
"EB-044","RG-51739","","305","305","0.5","253","","400EMBD","Domestic"
"QY-0360","","","40","40","0.5","","","220ENRD","Livestock"
"NM-05124","","","","","","","","","Unused"
"SB-0452","X","","","0","","","","110ALVM","Unused"
"NM-24622","","","500","500","","","","","Domestic"
"NM-09102","","","","","","","","121OGLL","Livestock"
"SD-0053","X","","40","40","2","","","325MDER","Unused"
"NM-10711","","","","315","","","","121OGLL","Unused"
"NM-25527","","","524","420","","","","211OJAM","Unused"
"SA-0181","X","","","","0.6200000047683716","","","050QUAL","Unused"
"NM-24710","UP-01858","","288","288","0.41999998688697815","288","","326MGDL","Domestic"
"NM-17187","","","","18","","","","313ARTS","Livestock"
"NM-21396","","","29","29","","","","110AVMB","Observation"
"NM-05732","","","34","34","","","","110AVMB","Unused"
"NM-21324","","","","","","","","121OGLL","Irrigation"
"SM-0061","PN-00689","","140","140","0.41999998688697815","140","","300YESO","Domestic"
"NM-02927","","","","170","","","","210CRCS","Irrigation"
"NM-20738","","","","100","","","","110AVMB","Unused"
"NM-11605","","","","102","","","","110AVMB","Irrigation"
"NM-05422","","","","200","","","","121OGLL","Domestic"
"NM-00183","","","600","600","","","","","Domestic"
"AR-0074","SJ-03124","","20","20","0.550000011920929","20","","","Domestic"
"NM-08167","","","","","","","","","Irrigation"
"NM-08062","","","","56","","","","110AVMB","Irrigation"
"NM-11363","","","","","","","","121OGLL","Unused"
"NM-26110","","","660","650","","","","110AVMB","Domestic"
"NM-03054","","","","381","","","","121OGLL","Irrigation"
"NM-02431","?","","","","1","","","110AVMB","Livestock"
"SO-0136","X","","55","54","0.17000000178813934","","","","Observation"
"NM-20115","","","","","","","","","Irrigation"
"NM-06388","","","","80","","","","110AVMB","Livestock"
"NM-19190","","","","320","","","","121OGLL","Livestock"
"AH-045","RG-45201","","280","280","0.5416666865348816","","","","Shared domestic"
"NM-15355","","","","112","","","","","Irrigation"
"NM-09599","","","","897","","","","313GRBG","Irrigation"
"NM-26756","","","","78","","","","220ENRD","Irrigation"
"NM-19544","","","","","","","","121OGLL","Livestock"
"NM-17889","","","","","","","","121OGLL","Domestic"
"NM-10812","","","","430","","","","313SADR","Domestic"
"NM-25260","","","","","","","","","Irrigation"
"NM-16804","","","","","","","","","Livestock"
"NM-05683","","","129","","","","","","Livestock"
"NM-02341","","","","300","","","","112SNTF","Unused"
"NM-06229","","","","174","","","","110AVMB","Irrigation"
"NM-07651","","","145","","","","","","Livestock"
"NM-28238","","","10","10","","","","110ALVM","Observation"
"EB-245","RG-42755 X","","2020","1060","0.17000000178813934","1060","","121TSUQs","Observation"
"NM-23358","","","","252","","","","231CHNL","Livestock"
"NM-13053","","","","50","","","","110AVMB","Irrigation"
"SD-0038","X","","200","200","","","","325MDER","Livestock"
"BW-0780","","","","","0.5","","","211DKOT","Shared domestic"
"NM-19809","","","250","","","","","310YESOG","Domestic"
"NM-02771","","","","853","","","","313SADR","Irrigation"
"TO-0460","","","","","","","","112QTBF","Irrigation"
"NM-27814","","","","130","","","","231CHNL","Livestock"
"NM-15274","","","","140","","","","210CRCS","Unused"
"EB-219","RG-00590","","300","244","1.5","244","","121TSUQs","Commercial"
"NM-13029","","","","245","","","","112SNTF","Irrigation"
"NM-17106","","","","100","","","","110AVMB","Public supply"
"NM-13940","","","","259","","","","313SADR","Irrigation"
"NM-22702","","","23","23","","","","112SNTF","Unused"
"NM-13975","","","","267","","","","313SADR","Domestic"
"NM-24400","","","","108","","","","231CHNL","Irrigation"
"SD-0228","X","","143","143","","","","050QUAL","Unused"
"NM-25844","","","","274","","","","211MENF","Livestock"
"NM-14817","","","","183","","","","","Livestock"
"NM-20536","","","","","","","","121OGLL","Domestic"
"NM-25963","","","","227","","","","","Irrigation"
"NM-26591","","","","","","","","110AVMB","Livestock"
"NM-03448","","","","42","","","","231CHNL","Livestock"
"NM-05618","","","","627","","","","312RSLR","Livestock"
"NM-04833","","","210","206","","","","121GILA","Irrigation"
"SO-0150","X","","46","14","0.17000000178813934","","","","Observation"
"NM-01811","","","1205","1035","","","","110ALVM","Public supply"
"CP-0029","CC-02357","","386","386","","","","","Public supply"
"NM-09759","","","","1254","","","","313SADR","Unused"
"NM-14967","","","","198","","","","231CHNL","Livestock"
"DA-0126","","","","902","","","","112SNTF","Observation"
"NM-01450","","","2111","2094","","","","221WSRC","Unused"
"NM-09631","","","","","","","","","Unused"
"NM-06131","","","","790","","","","313CPTN","Unused"
"NM-05614","","","","","","","","","Irrigation"
"TV-201","RG-62881","","260","260","0.4583333432674408","260","","320PENN","Domestic"
"NM-10688","","","","321","","","","110AVMB","Unused"
"NM-14419","","","","","","","","110AVMB","Livestock"
"NM-24414","","","","14","","","","110AVMB","Unused"
"NM-07344","","","","50","","","","110AVMB","Domestic"
"NM-11964","","","","150","","","","121OGLL","Livestock"
"NM-27496","","","240","210","","","","110AVMB","Livestock"
"NM-24018","","","","","","","","110AVMB","Irrigation"
"TV-235","RG-62881 POD3","","225","220","0.6000000238418579","220","","122CRTO","Domestic"
"NM-26745","","","","31","","","","110AVMB","Domestic"
"PC-090","RG-56015","","215","215","0.3799999952316284","","","210HOSTD","Domestic"
"NM-04306","","","404","404","","","","110AVMB","Domestic"
"ED-0326","","","","150","0.3333333432674408","","","313CPTN","Livestock"
"NM-25465","","","","60","","","","","Domestic"
"NM-02539","M-10232","","340","340","","340","","110AVMB","Domestic"
"NM-20299","","","","","","","","","Domestic"
"NM-27907","","","","","","","","121OGLL","Livestock"
"NM-23277","","","","30","","","","110AVMB","Livestock"
"NM-06001","","","","","","","","","Livestock"
"TO-0254","","","","325","0.5","","","310YESO","Livestock"
"NM-27560","","","","135","","","","121OGLL","Irrigation"
"NM-25920","","","96","78","","","","110AVMB","Domestic"
"SA-0247","X","","","","","","","","Unused"
"NM-05367","","","","","","","","110AVMB","Unused"
"NM-11735","","","","","","","","121OGLL","Livestock"
"NM-07657","","","","60","","","","110AVMB","Domestic"
"NM-00941","","","","223","","","","120DTIL","Domestic"
"NM-06135","","","402","","","","","","Irrigation"
"NM-14796","","","","178","","","","210CRCS","Livestock"
"NM-10945","","","","786","","","","313SADR","Unused"
"NM-15090","","","","160","","","","","Unused"
"NM-27260","","","","387","","","","112SNTF","Domestic"
"NM-21904","","","324","324","","","","325MDER","Irrigation"
"NM-25233","CR-02740","","128","121","","","","326MGDL","Domestic"
"SA-0138","RG-25291","","80","80","1.340000033378601","","","112QTBFppm","Irrigation"
"DE-0002","?","","","","","","","","Livestock"
"NM-07571","","","","","","","","110AVMB","Livestock"
"NM-12585","","","","182","","","","121OGLL","Livestock"
"NM-15733","","","","129","","","","","Livestock"
"NM-09686","","","","900","","","","313GRBG","Unused"
"SM-0042","PN-00359","","140","140","0.5","140","","300YESO","Domestic"
"NM-00681","","","","30","","","","110AVMB","Livestock"
"NM-19268","","","","","","","","121OGLL","Livestock"
"NM-17357","","","","","","","","","Livestock"
"NM-04588","","","","","","","","","Livestock"
"NM-08494","","","","","","","","121OGLL","Livestock"
"NM-16690","","","","","","","","","Livestock"
"NM-11970","","","","153","","","","121OGLL","Irrigation"
"CX-0012","","","","","","","","110ALVM","Livestock"
"NM-14874","","","","","","","","110AVMB","Irrigation"
"NM-14888","","","","","","","","210CRCS","Livestock"
"NM-14344","","","","41","","","","121OGLL","Unused"
"NM-19786","","","1200","1186","","","","112SNTF","Unused"
"NM-26466","","","","135","","","","211CRLL","Livestock"
"CX-0120","","","","18","","","","110ALVM","Livestock"
"NM-06757","","","","195","","","","110AVMB","Commercial"
"NM-05315","","","400","400","","","","110AVMB","Unused"
"NM-25515","","","1200","1200","","","","211MENF","Unused"
"NM-19446","","","","","","","","121OGLL","Livestock"
"QU-032","RG-52460","","172","140","0.3100000023841858","44","","","Domestic"
"NM-11294","","","","235","","","","110AVMB","Irrigation"
"NM-09713","","","","","","","","110AVMB","Unused"
"NM-00804","","","","105","","","","231CHNL","Livestock"
"EB-482","RG-20531","","1435","1182","1.3329999446868896","1182","","121TSUQacuf","Public supply"
"GT-011","GSF-02419","","","238","12","160","","","Commercial"
"NM-00409","","","","","","","","121OGLL","Unused"
"NM-05338","","","","53","","","","110AVMB","Livestock"
"NM-20764","","","","","","","","121OGLL","Irrigation"
"NM-14715","","","","163","","","","210CRCS","Unused"
"SD-0041","X","","93","93","","","","325MDER","Livestock"
"MG-012","X","","","","0.46000000834465027","","","","Domestic"
"NM-03227","","","","120","","","","110AVMB","Livestock"
"NM-05357","","","","273","","","","110AVMB","Irrigation"
"NM-15279","","","","200","","","","","Irrigation"
"NM-26782","","","","","","","","110AVMB","Livestock"
"UC-0209","CT-00905","","180","180","0.6700000166893005","","","","Livestock"
"NM-03429","","","600","600","","","","110AVMB","Unused"
"NM-15256","","","","460","","","","313SADR","Livestock"
"NM-09937","","","100","100","","","","121OGLL","Domestic"
"NM-09862","","","","","","","","121OGLL","Livestock"
"NM-08037","","","","440","","","","110AVMB","Irrigation"
"NM-22145","","","","140","","","","","Irrigation"
"NM-24685","","","641","641","","","","211ALSN","Domestic"
"MI-0218","","","","50","0.5","","","231CHNL/110AVMB","Shared domestic"
"NM-08196","","","","250","","","","312RSLR","Irrigation"
"SB-0796","X","","","200","","","","210CRCS","Livestock"
"NM-04547","","","","","","","","","Livestock"
"NM-09226","","","","","","","","121OGLL","Unused"
"NM-19137","","","","247","","","","121OGLL","Unused"
"NM-22883","","","","30","","","","231CHNL","Livestock"
"NM-14607","","","","58","","","","121OGLL","Unused"
"EB-202","RG-23040","","156","156","0.5519999861717224","156","","123ESPN","Domestic"
"HS-081","X","","","","","","","","Open, unequipped well"
"NM-24396","","","","425","","","","112SNTF","Domestic"
"NM-06068","","","217","","","","","110BLSN","Unused"
"SB-0634","X","","","0","","","","112HCBL","Livestock"
"NM-18952","","","","419","","","","121OGLL","Irrigation"
"NM-25771","","","","","","","","211DKOT","Irrigation"
"NM-02029","","","","21","","","","110AVMB","Unused"
"NM-24519","","","","80","","","","","Domestic"
"NM-15997","","","","162","","","","121OGLL","Livestock"
"NM-01709","","","600","600","","","","124SNJS","Unused"
"NM-11429","","","","216","","","","121OGLL","Irrigation"
"NM-03509","","","","61","","","","121OGLL","Livestock"
"NM-27249","","","","21","","","","110AVMB","Livestock"
"SB-0173","X","","","0","","","","112SLBL","Unused"
"SB-0320","X","","","250","","","","318BSVP","Irrigation"
"NM-07224","","","","65","","","","312RSLR","Domestic"
"NM-08666","","","","707","","","","313GRBG","Unused"
"NM-07468","","","","","","","","","Livestock"
"NM-14209","","","","321","","","","","Livestock"
"NM-17303","","","","","","","","231CHNL","Livestock"
"WL-0303","RG-42356","","300","300","0.550000011920929","","","","Livestock"
"SA-0052","RG-61145","","110","110","0.5","","","112QTBF","Livestock"
"NM-22462","","","448","415","","","","325MDERU","Public supply"
"NM-12286","","","","973","","","","313SADR","Unused"
"NM-26902","RG-65764","","490","490","","","","318ABO/325MDER","Domestic"
"ED-0232","","","","249","","140","","110ALVM","Irrigation"
"NM-24537","","","79","71","","","","110AVMB","Unused"
"NM-15112","","","","240","","","","210CRCS","Irrigation"
"NM-10076","","","","","","","","121OGLL","Domestic"
"SO-0062","","","","360","","","","122PPTS","Open, unequipped well"
"CX-0088","","","","17","","","","121OGLL ","Livestock"
"NM-05234","","","180","","","","","","Livestock"
"QU-046","RG-85735","","900","900","0.44999998807907104","900","","","Domestic"
"DA-0188","","","","","","","","050QUAL","Observation"
"NM-10637","","","","","","","","121OGLL","Unused"
"NM-00608","","","","150","","","","121OGLL","Irrigation"
"NM-26845","","","","50","","","","","Observation"
"NM-09869","","","270","200","","","","110AVMB","Irrigation"
"NM-22183","","","","","","","","","Irrigation"
"NM-16379","","","","197","","","","","Public supply"
"ED-0253","","","","","0.5","","","312RSLR","Livestock"
"EB-390","RG-50386","","500","500","0.550000011920929","500","","112ANCH","Commercial"
"NM-25612","","","","104","","","","","Domestic"
"NM-27369","","","","300","","","","313ARTS","Livestock"
"NM-06160","","","200","200","","","","","Irrigation"
"NM-03205","","","","530","","","","121OGLL","Irrigation"
"NM-21959","","","","450","","","","325MDER","Unused"
"NM-23468","","","176","176","","","","313SADG","Unused"
"NM-14713","","","","206","","","","210CRCS","Livestock"
"NM-06600","","","","158","","","","313CPTN","Unused"
"NM-01673","CR-02362","","205","205","","","","221MRSN","Domestic"
"NM-18126","","","","65","","","","121OGLL","Observation"
"SB-0425","X","","","295","","","","318BSVP","Irrigation"
"SV-0120","RG-67808","","250","250","0.46000000834465027","","","325MDER/310ABO","Domestic"
"ED-0273","","","","60","0.5","","","313CKBF","Livestock"
"TO-0397","","","","","","","","112QTBF","Irrigation"
"NM-16573","","","640","","","","","310YESOG","Livestock"
"NM-02997","","","","110","","","","110AVMB","Irrigation"
"NM-22296","","","","","","","","110AVMB","Unused"
"NM-12818","","","","","","","","121OGLL","Livestock"
"NM-04051","PL-01067 S3","","","","","","","","Commercial"
"NM-04732","","","","90","","","","110AVMB","Domestic"
"WL-0244","H-00685 S-4","","480","480","0.8999999761581421","438","","260SNAN","Public supply"
"NM-12761","","","","300","","","","110AVMB","Unused"
"NM-17922","","","","80","","","","110AVMB","Livestock"
"NM-13866","","","","20","","","","313SADR","Unused"
"NM-05955","","","","125","","","","","Domestic"
"NM-22486","","","200","200","","","","","Domestic"
"NM-17224","","","","120","","","","110AVMB","Unused"
"NM-10029","","","","433","","","","231SNRS","Unused"
"NM-05020","","","","375","","","","","Unused"
"NM-27757","","","","","","","","110AVMB","Livestock"
"NM-16725","","","","60","","","","110AVMB","Domestic"
"NM-17398","","","","70","","","","110AVMB","Unused"
"NM-17031","","","","103","","","","110AVMB","Irrigation"
"NM-17612","","","","155","","","","231SNRS","Livestock"
"NM-06228","","","","100","","","","110AVMB","Livestock"
"NM-15799","","","","150","","","","121OGLL","Unused"
"NM-13661","","","","210","","","","110AVMB","Irrigation"
"NM-24604","RG-24345","","","72","0.550000011920929","72","","112SNTF","Domestic"
"NM-27980","","","","117","","","","","Unused"
"NM-05761","","","335","","","","","","Irrigation"
"QY-0513","","","103","103","0.4166666567325592","","","121OGLL","Unknown"
"NM-25085","","","","","","","","121OGLL","Irrigation"
"NM-06428","","","","","","","","110AVMB","Irrigation"
"SB-0358","X","","","200","","","","318BSVP","Unused"
"NM-07290","","","","","","","","","Livestock"
"NM-02146","","","","232","","","","121OGLL","Unused"
"TO-0234","","","","275","","","","112QTBF","Irrigation"
"NM-07916","","","","","","","","","Unused"
"NM-07625","","","","","","","","110AVMB","Unused"
"NM-08321","","","102","","","","","","Livestock"
"NM-09037","","","","170","","","","121OGLL","Irrigation"
"NM-20999","","","","","","","","","Irrigation"
"NM-13235","","","","15","","","","110AVMB","Unused"
"QY-0727","","","108","108","0.4166666567325592","110","","121OGLL","Livestock"
"NM-21362","","","","","","","","","Domestic"
"NM-19521","","","","458","","","","121OGLL","Irrigation"
"SB-0025","X","","","70","","","","112SLBL","Unused"
"NM-23350","","","160","160","","","","110AVMB","Domestic"
"NM-05185","","","","","","","","110AVMB","Unused"
"NM-03975","","","","545","","","","","Irrigation"
"NM-28451","X","","","","","","","","Observation"
"NM-27247","","","","200","","","","110AVMB","Irrigation"
"NM-01141","","","","140","","","","","Livestock"
"NM-01863","","","","","","","","110AVMB","Irrigation"
"NM-12954","","","","","","","","121OGLL","Livestock"
"NM-06553","","","","490","","","","231CHNL","Livestock"
"NM-26966","","","","360","","","","112SNTFP","Domestic"
"NM-05783","","","","567","","","","312RSLR","Unused"
"NM-10080","","","240","240","","","","","Domestic"
"SB-0639","X","","","580","","","","112HCBL","Unused"
"NM-11741","","","","256","","","","110AVMB","Irrigation"
"NM-11951","","","","120","","","","121OGLL","Unused"
"NM-18685","","","","395","","","","121OGLL","Irrigation"
"NM-25277","","","","","","","","","Unused"
"NM-24919","RG-13500","","","269","0.550000011920929","269","","121TSUQ","Domestic"
"NM-17930","","","","","","","","121OGLL","Livestock"
"NM-11905","","","","","","","","110AVMB","Unused"
"NM-26144","","","","54","","","","110AVMB","Unused"
"NM-03987","","","240","","","","","","Livestock"
"RA-033","RG-52912","","","350","1","","","210MCDK","Unused"
"NM-11140","","","","","","","","313SADR","Irrigation"
"NM-06853","","","","250","","","","313CPTN","Domestic"
"NM-14675","","","","","","","","","Livestock"
"NM-21557","","","54","54","","","","112SNTF","Unused"
"NM-24408","","","151","151","","","","325MDER","Domestic"
"NM-14717","","","","480","","","","313SADR","Irrigation"
"NM-10531","","","","910","","","","313SADR","Irrigation"
"NM-05311","","","","","","","","","Irrigation"
"NM-07914","","","","190","","","","312RSLR","Unused"
"NM-26456","","","9","9","","","","","Unused"
"NM-14105","","","","280","","","","313SADR","Irrigation"
"NM-10694","","","","","","","","121OGLL","Livestock"
"NM-25419","","","","78","","","","","Domestic"
"NM-19564","","","","355","","","","121OGLL","Irrigation"
"SB-0911","X","","","","0.5","","","","Livestock"
"NM-10034","","","","","","","","","Domestic"
"NM-04614","","","","110","","","","110AVMB","Livestock"
"NM-06430","","","","70","","","","110AVMB","Unused"
"NM-14121","","","","","","","","210CRCS","Domestic"
"NM-21748","","","","135","","","","313SADG","Unused"
"ED-0058","","","","250","0.5","","","312RSLR","Livestock"
"QY-0345","","","111","111","0.6666666865348816","","","231CHNL","Unknown"
"NM-04062","","","","","","","","","Domestic"
"NM-11136","","","","125","","","","121OGLL","Irrigation"
"NM-16371","","","","","","","","110AVMB","Unused"
"NM-10135","","","","","","","","121OGLL","Livestock"
"WL-0300","?","","","","0.550000011920929","","","","Livestock"
"NM-21545","","","27","27","","","","112SNTF","Unused"
"NM-09936","","","","","","","","","Unused"
"NM-20894","","","110","110","","","","211MVRD","Unused"
"NM-04179","","","195","","","","","","Irrigation"
"SB-0771","X","","","260","","","","112HCBL","Public supply"
"BW-0677","","","","200","0.5","","","310YESO","Shared domestic"
"NM-14133","","","","390","","","","313SADR","Irrigation"
"SB-0010","X","","","2577","","","","318BSPG","Public supply"
"NM-10746","","","","","","","","","Livestock"
"NM-10227","","","","31","","","","","Domestic"
"EB-173","RG-70634","","800","800","0.375","800","","121TSUQs","Domestic"
"NM-11102","","","","","","","","121OGLL","Livestock"
"NM-24812","","","","328","","","","","Domestic"
"NM-04396","","","","","","","","110AVMB","Livestock"
"NM-15429","","","","","","","","110AVMB","Unused"
"NM-03626","","","","","","","","121OGLL","Irrigation"
"NM-00873","","","","100","","","","110AVMB","Livestock"
"NM-02501","","","","127","","","","110AVMB","Domestic"
"NM-07808","","","","","","","","110AVMB","Livestock"
"NM-10277","","","","140","","","","121OGLL","Irrigation"
"NM-17432","","","","83","","","","313ARTS","Livestock"
"NM-13875","","","","","","","","110AVMB","Livestock"
"NM-06987","","","","168","","","","313YATS","Unused"
"NM-14193","","","","475","","","","313SADR","Irrigation"
"NM-16075","","","","144","","","","210CRCS","Unused"
"NM-25661","","","82","82","","","","110AVMB","Domestic"
"NM-08823","","","","140","","","","121OGLL","Irrigation"
"NM-06521","","","","487","","","","313GRBG","Livestock"
"NM-07809","","","","","","","","","Livestock"
"NM-04439","","","","350","","","","110AVMB","Unused"
"NM-26841","","","","47","","","","","Observation"
"NM-04175","","","510","510","","","","112SNTF","Unused"
"NM-20854","","","","39","","","","","Livestock"
"NM-25213","","","","295","","","","211DKOT","Irrigation"
"NM-10762","","","","","","","","110AVMB","Unused"
"NM-14627","","","60","","","","","","Livestock"
"BW-0839","","","","130","","","","112ANCH","Unknown"
"NM-14522","","","","212","","","","110AVMB","Irrigation"
"NM-18056","","","","160","","","","110AVMB","Domestic"
"NM-23731","","","","50","","","","","Livestock"
"NM-25774","","","171","171","","","","326MGDL","Domestic"
"SO-0072","","","","20","","","","112SNTF","Shared domestic"
"NM-21019","","","","258","","","","121OGLL","Unused"
"NM-02594","","","160","160","","","","","Livestock"
"NM-18410","","","","275","","","","121OGLL","Domestic"
"NM-01138","","","","295","","","","112SNTF","Livestock"
"NM-21671","","","","","","","","","Unused"
"NM-12139","","","72","72","","","","","Domestic"
"AR-0237","?","","","","","","","","Livestock"
"NM-27022","","","","260","","","","","Domestic"
"NM-24601","","","","225","","","","","Unused"
"NM-28163","","","","110","","","","121OGLL","Domestic"
"NM-03556","","","","","","","","","Irrigation"
"SB-0615","X","","","236","","","","400PCMB","Domestic"
"NM-00674","","","","63","","","","110AVMB","Irrigation"
"NM-18399","","","","18","","","","","Unused"
"NM-16242","","","","135","","","","313ARTS","Livestock"
"NM-22283","","","399","399","","","","112SNTF","Industrial"
"NM-13010","","","","6","","","","110AVMB","Unused"
"SB-0696","X","","","490","","","","112HCBL","Domestic"
"NM-16069","","","","100","","","","","Irrigation"
"NM-08470","","","","300","","","","231CHNL","Domestic"
"NM-28142","","","410","410","","","","211PNLK","Livestock"
"NM-06129","","","","110","","","","110AVMB","Domestic"
"NM-18256","","","","92","","","","110AVMB","Unused"
"NM-09797","","","","","","","","121OGLL","Unused"
"NM-05193","","","","","","","","","Livestock"
"NM-17582","","","","","","","","110AVMB","Irrigation"
"NM-13104","","","","","","","","121OGLL","Livestock"
"NM-09172","","","","","","","","121OGLL","Livestock"
"NM-19246","","","105","93","","","","110AVMB","Irrigation"
"NM-17338","","","","121","","","","110AVMB","Irrigation"
"NM-24283","","","","70","","","","","Unused"
"NM-06126","","","","110","","","","110AVMB","Domestic"
"NM-16882","","","","","","","","110AVMB","Unused"
"NM-26662","","","","30","","","","110NTGU","Observation"
"NM-23641","","","","","","","","231SNRS","Livestock"
"NM-07254","","","","","","","","","Unused"
"NM-16820","","","","150","","","","110AVMB","Livestock"
"NM-13697","","","","","","","","","Unused"
"QY-0528","","","132","132","0.3333333432674408","","","121OGLL","Unknown"
"NM-27845","","","","250","","","","","Unused"
"HS-038","HS-00950","","60","60","0.5","60","","110ALVM","Domestic"
"NM-16996","","","","","","","","110AVMB","Livestock"
"NM-27380","","","","305","","","","110AVMB","Unused"
"NM-14354","","","","85","","","","310YESOG","Livestock"
"NM-22746","","","","18","","","","110AVMB","Livestock"
"NM-26481","","","21","21","","","","","Unused"
"NM-13929","","","","558","","","","313SADR","Irrigation"
"NM-05074","","","","824","","","","231SNRS","Irrigation"
"NM-12775","","","","1014","","","","313SADR","Unused"
"NM-08708","","","","","","","","231SNRS","Livestock"
"NM-08728","","","","","","","","","Unused"
"NM-03883","LRG-06307 X","","573","573","","","","112SNTF","Public supply"
"EB-378","RG-51797","","110","110","0.41999998688697815","110","","112TRTO","Livestock"
"NM-04980","","","","400","","","","","Livestock"
"NM-03929","","","","","","","","","Unused"
"NM-02772","","","","923","","","","313SADR","Unused"
"NM-11942","","","","55","","","","326MGDL","Domestic"
"QY-0004","","","140","140","0.5","","","231CHNL","Livestock"
"NM-10154","","","","1350","","","","313SADR","Unused"
"NM-16939","","","","212","","","","110AVMB","Irrigation"
"NM-03095","","","","375","","","","121OGLL","Unused"
"NM-06429","","","","","","","","110AVMB","Irrigation"
"NM-25192","RG-20606","","","635","0.550000011920929","635","","121TSUQ","Domestic"
"SD-0224","X","","460","460","0.6666666865348816","","","325MDER","Domestic"
"NM-07178","","","","70","","","","110AVMB","Commercial"
"NM-11332","","","","410","","","","110AVMB","Irrigation"
"SB-0899","X","","","315","0.6700000166893005","","","318BSPG","Livestock"
"NM-16762","","","","","","","","110AVMB","Unused"
"NM-01869","","","550","550","","","","110AVMB","Irrigation"
"NM-11348","","","","","","","","121OGLL","Unused"
"NM-27963","","","","135","","","","231CHNL","Livestock"
"NM-19037","","","","130","","","","231SNRS","Livestock"
"MI-0220","","","","100","","","","231CHNL","Shared domestic"
"NM-01565","","","3110","3090","","","","211GLLP","Public supply"
"TV-130","RG-26087","","260","","","","","123PICS","Unused"
"NM-22515","","","331","331","","","","","Unused"
"NM-17289","","","","110","","","","110AVMB","Irrigation"
"NM-11193","","","","187","","","","121OGLL","Unused"
"TV-225","RG-57735","","103","103","0.3799999952316284","63","","112LAMA","Domestic"
"SD-0115","X","","100","100","","","","325MDER","Unused"
"SM-0219","X","","480","480","0.3499999940395355","","","260SNAN_lower","Livestock"
"NM-08672","","","","210","","","","121OGLL","Irrigation"
"NM-21208","","","250","","","","","313SADG","Domestic"
"NM-12147","","","","","","","","121OGLL","Unused"
"NM-23723","","","1269","1269","","","","313SADR","Livestock"
"NM-09700","","","312","312","","","","","Unused"
"QY-0476","","","179","179","0.4166666567325592","","","121OGLL","Livestock"
"NM-12616","","","","1001","","","","313SADR","Irrigation"
"NM-26600","","","","160","","","","110AVMB","Livestock"
"NM-09248","","","","140","","","","121OGLL","Irrigation"
"MI-0294","","","","18","","","","326MGDL","Domestic"
"NM-14229","","","","455","","","","313SADR","Irrigation"
"NM-13274","","","","577","","","","313SADR","Unused"
"WL-0003","RG-63023","","585","585","0.800000011920929","585","","211DKOT","Shared domestic"
"NM-22152","","","","142","","","","231CHNL","Livestock"
"NM-03642","","","","","","","","110AVMB","Irrigation"
"NM-10334","","","","148","","","","121OGLL","Domestic"
"CX-0147","","","","20","","","","110PTODC","Domestic"
"NM-12225","","","","265","","","","110AVMB","Irrigation"
"NM-21462","","","19","","","","","110AVMB","Livestock"
"NM-11657","","","","140","","","","121OGLL","Unused"
"NM-18193","","","323","323","","","","121OGLL","Irrigation"
"NM-20983","","","","","","","","110AVMB","Irrigation"
