"PointID","OSEWellID","OSEWelltagID","HoleDepth","WellDepth","CasingDiameter","CasingDepth","CasingDescription","FormationZone","Meaning"
"WL-0085","GSF-00121 POD5","","165","165","0.843999981880188","","","121GILA","Public supply"
"NM-24585","RG-19604","","","288","0.550000011920929","288","","121TSUQ","Domestic"
"NM-18309","","","","110","","","","121OGLL","Livestock"
"NM-05833","","","","","","","","","Irrigation"
"NM-00944","","","","335","","","","121OGLL","Irrigation"
"NM-13038","","","","","","","","110AVMB","Irrigation"
"NM-20207","","","","","","","","110AVMB","Livestock"
"NM-00573","","","","","","","","","Domestic"
"NM-04167","","","","","","","","","Irrigation"
"NM-10544","","","429","419","","","","","Domestic"
"NM-05329","","","","151","","","","121OGLL","Livestock"
"NM-20633","","","","225","","","","121OGLL","Domestic"
"NM-27954","","","","40","","","","110AVMB","Livestock"
"NM-05496","","","","","","","","","Unused"
"NM-00693","","","","273","","","","310YESOG","Public supply"
"NM-21218","","","430","430","","","","112SNTF","Livestock"
"NM-21361","","","","14","","","","110AVMB","Livestock"
"NM-15930","","","","","","","","121OGLL","Livestock"
"NM-21411","","","14","14","","","","110AVMB","Observation"
"NM-14641","","","","","","","","231CHNL","Livestock"
"NM-00942","","","","","","","","121OGLL","Livestock"
"BW-0868","","","","64","1.3333333730697632","","","110AVMB","Irrigation"
"NM-03655","","","","","","","","211DKOT","Unused"
"NM-18031","","","","","","","","121OGLL","Unused"
"MI-0031","","","","80","","","","231SNRS","Domestic"
"NM-08365","","","","100","","","","121OGLL","Livestock"
"NM-09863","","","120","","","","","","Domestic"
"NM-15115","","","","","","","","231CHNL","Livestock"
"NM-17670","","","","","","","","110AVMB","Irrigation"
"NM-23955","","","","100","","","","110AVMB","Domestic"
"NM-26552","","","","","","","","110AVMB","Livestock"
"NM-18807","","","","90","","","","121OGLL","Irrigation"
"SD-0146","X","","30","30","","","","110ALVM","Livestock"
"NM-18153","","","","920","","","","310GLOR","Unused"
"NM-02176","","","","400","","","","110AVMB","Irrigation"
"NM-13138","","","","180","","","","110AVMB","Irrigation"
"BW-0768","","","","","0.5","","","231DCKM","Shared domestic"
"NM-02384","","","","","","","","110AVMB","Unused"
"NM-10888","","","","","","","","121OGLL","Livestock"
"WL-0027","RG-29351","","450","450","0.8199999928474426","450","","211DKOT","Public supply"
"TO-0195","","","","250","","","","400PREC","Domestic"
"NM-22292","","","","188","","","","231CHNL","Irrigation"
"SA-0200","RG-32700","","125","125","1.100000023841858","125","","123DTMGrhydac","Irrigation"
"NM-09644","","","","896","","","","313GRBG","Unused"
"NM-23096","","","60","60","","","","318YESO","Domestic"
"NM-00476","","","","85","","","","121OGLL","Irrigation"
"SB-0438","X","","","2260","","","","318BSVP","Unused"
"NM-09745","","","","","","","","121OGLL","Livestock"
"NM-06735","","","","170","","","","","Livestock"
"TC-286","CO-254624","","300","300","","","","","Domestic"
"NM-17373","","","","87","","","","110AVMB","Unused"
"NM-16400","","","","","","","","110AVMB","Livestock"
"NM-08989","","","","345","","","","","Public supply"
"NM-09155","","","","820","","","","313GRBG","Irrigation"
"NM-10818","","","","","","","","121OGLL","Livestock"
"NM-11485","","","","","","","","121OGLL","Livestock"
"NM-27475","","","","139","","","","110AVMB","Irrigation"
"NM-08955","","","","264","","","","110AVMB","Irrigation"
"NM-07966","","","","","","","","","Domestic"
"EB-350","X","","","","","","","400EMBD","Livestock"
"NM-12057","","","","213","","","","313ARTS","Irrigation"
"NM-28199","","","","","","","","221MRSN","Livestock"
"NM-18634","","","","","","","","110AVMB","Domestic"
"NM-06605","","","1000","336","","","","110BLSN","Observation"
"NM-18120","","","","","","","","110AVMB","Unused"
"NM-25489","","","","","","","","","Irrigation"
"ED-0321","","","","180","1","","","231DCKM","Livestock"
"BW-0752","","","","198","0.4166666567325592","","","231DCKM","Shared domestic"
"NM-16872","","","","","","","","110AVMB","Irrigation"
"NM-27507","","","36","36","","","","110AVMB","Domestic"
"NM-08921","","","597","417","","","","","Public supply"
"NM-09493","","","","","","","","121OGLL","Unused"
"NM-10259","","","","55","","","","","Livestock"
"NM-10715","","","","90","","","","110AVMB","Unused"
"NM-16423","","","","","","","","110AVMB","Livestock"
"SV-0019","RG-65687","","270","270","","","","325MDER","Domestic"
"NM-03158","","","","52","","","","121OGLL","Livestock"
"NM-17748","","","","98","","","","110AVMB","Irrigation"
"NM-10969","","","","112","","","","121OGLL","Unused"
"NM-22396","","","","300","","","","325MDER","Domestic"
"NM-14883","","","","163","","","","121OGLL","Livestock"
"NM-13848","","","","","","","","121OGLL","Livestock"
"NM-18618","","","270","","","","","310YESOG","Livestock"
"NM-08553","","","","300","","","","110AVMB","Domestic"
"NM-09364","","","","","","","","110AVMB","Unused"
"NM-07972","","","","560","","","","110AVMB","Irrigation"
"NM-24525","","","","127","","","","","Livestock"
"NM-10556","","","","708","","","","313SADR","Unused"
"NM-13924","","","","95","","","","","Observation"
"NM-06221","","","","","","","","","Livestock"
"NM-12428","","","","","","","","121OGLL","Irrigation"
"NM-10968","","","","150","","","","110AVMB","Irrigation"
"NM-26522","","","","60","","","","110AVMB","Livestock"
"MI-0248","","","","","","","","211DKOT/217PRGR","Shared domestic"
"NM-24037","","","","","","","","","Domestic"
"NM-21441","","","250","250","","","","231CHNL","Livestock"
"NM-04060","","","","178","","","","","Irrigation"
"NM-02436","","","","92","","","","312RSLR","Livestock"
"NM-27740","","","","140","","","","231CHNL","Livestock"
"NM-11267","","","","1119","","","","313SADR","Unused"
"NM-13654","","","","352","","","","313SADR","Unused"
"NM-25993","","","35","35","","","","110AVMB","Domestic"
"SV-0070","X","","","","","","","325MDER","Open, unequipped well"
"NM-21071","","","","","","","","112SNTF","Livestock"
"NM-18874","","","","400","","","","121OGLL","Irrigation"
"NM-11017","","","","120","","","","121OGLL","Livestock"
"WL-0077","C-00231-AS","","","230","","","","110PTODC/312RSLR","Public supply"
"QY-0493","","","245","245","0.4166666567325592","","","121OGLL","Livestock"
"NM-23911","","","","65","","","","110AVMB","Domestic"
"NM-01690","SJ-00060","","335","335","0.7200000286102295","335","","","Domestic"
"NM-11631","","","","170","","","","110AVMB","Irrigation"
"NM-18840","","","","3","","","","110AVMB","Unused"
"NM-15026","","","","73","","","","110AVMB","Irrigation"
"NM-11949","","","","350","","","","110AVMB","Irrigation"
"NM-25586","","","","48","","","","121OGLL","Unused"
"NM-27986","","","","24","","","","110AVMB","Livestock"
"NM-04925","","","","95","","","","110AVMB","Irrigation"
"NM-13376","","","","133","","","","121OGLL","Irrigation"
"DA-0029","","","","578","","","","","Unused"
"SB-0328","X","","","300","","","","318BSVP","Irrigation"
"NM-15956","","","210","","","","","","Domestic"
"NM-16360","","","","37","","","","110AVMB","Unused"
"NM-08322","","","","","","","","110BLSN","Livestock"
"NM-23076","","","","235","","","","313SADG","Domestic"
"CX-0050","","","","26","","","","110ALVM","Livestock"
"TO-0372","","","","200","1.3333333730697632","","","112QTBF","Irrigation"
"NM-07610","","","","63","","","","110AVMB","Unused"
"NM-24503","","","","150","","","","121OGLL","Irrigation"
"NM-13997","","","","231","","","","313SADR","Domestic"
"NM-19877","","","","","","","","121OGLL","Domestic"
"NM-22551","","","","70","","","","","Livestock"
"NM-16836","","","","93","","","","110AVMB","Irrigation"
"ED-0296","","","","","","","","110ALVM","Irrigation"
"NM-01649","CR-02405","","490","490","","","","000IRSV","Domestic"
"NM-03687","","","","","","","","112SNTF","Irrigation"
"NM-08395","","","","96","","","","121OGLL","Unused"
"NM-19458","","","","","","","","121OGLL","Unused"
"NM-14755","","","","122","","","","110AVMB","Irrigation"
"NM-27974","","","440","347","","","","313SADG","Livestock"
"NM-06108","","","35","28","","","","110AVMB","Unused"
"NM-08885","","","","334","","","","110AVMB","Irrigation"
"NM-08690","","","","58","","","","110AVMB","Unused"
"NM-26682","SJ-02331","","53","53","0.47999998927116394","53","","110AVMB","Domestic"
"NM-13941","","","","224","","","","313SADR","Domestic"
"NM-20227","","","","","","","","","Livestock"
"NM-25018","","","180","180","","","","121TSUQ","Domestic"
"EB-448","X","","","","","","","400EMBD","Domestic"
"QY-0771","","","87","87","0.5","","","231CHNL","Domestic"
"NM-16687","","","","160","","","","","Domestic"
"NM-13688","","","","373","","","","313SADR","Irrigation"
"NM-08307","","","","78","","","","","Irrigation"
"DA-0056","","","","770","","","","","Unused"
"NM-24152","","","","250","","","","","Unused"
"NM-12961","","","","150","","","","121OGLL","Livestock"
"NM-08720","","","","780","","","","313GRBG","Unused"
"NM-13670","","","","622","","","","313SADR","Irrigation"
"NM-04095","","","","605","","","","","Unused"
"NM-26991","","","","60","","","","","Domestic"
"NM-15400","","","","147","","","","210CRCS","Irrigation"
"NM-26338","","","","120","","","","211DKOT","Irrigation"
"JM-014","LRG-14358","","160","160","0.550000011920929","160","","","Open, unequipped well"
"NM-08218","","","","120","","","","110AVMB","Livestock"
"EB-289","RG-28064","","750","750","0.5600000023841858","750","","121TSUQs/121TSUQsf","Domestic"
"QY-0681","","","150","150","1.3333333730697632","","","121OGLL","Irrigation"
"NM-17279","","","","","","","","110AVMB","Livestock"
"NM-10099","","","","950","","","","313SADR","Unused"
"NM-22552","","","","24","","","","231CHNL","Livestock"
"HS-071","X","","","","","","","","Domestic"
"NM-05063","","","","87","","","","110AVMB","Domestic"
"SM-0091","ST-00111 S","","1220","1220","0.6660000085830688","1220","","300YESO/310ABO","Public supply"
"SB-0196","X","","","685","","","","","Domestic"
"NM-18664","","","","412","","","","121OGLL","Irrigation"
"NM-07265","","","","","","","","","Livestock"
"NM-05791","","","","168","","","","121OGLL","Domestic"
"NM-07418","","","","","","","","","Livestock"
"NM-04145","?","","","210","0.550000011920929","","","110AVMB","Open, unequipped well"
"SB-0618","X","","","1000","","","","112EFBL","Unused"
"NM-18142","","","550","","","","","310YESOG","Livestock"
"TO-0275","","","","130","1.6666666269302368","","","112QTBF","Irrigation"
"NM-24683","RG-18505","","265","265","0.3799999952316284","265","","","Domestic"
"NM-01739","","","890","890","","","","110AVMB","Irrigation"
"NM-27582","","","","183","","","","110AVMB","Irrigation"
"NM-25090","","","","971","","","","211GLLP","Livestock"
"NM-16287","","","","","","","","231CHNL","Unused"
"NM-13127","","","","18","","","","110AVMB","Unused"
"NM-21743","","","","","","","","112SNTF","Public supply"
"WL-0328","RG-95829 POD1","","","597","0.375","","4.5"" PVC","","Livestock"
"NM-06934","","","","300","","","","313CPTN","Domestic"
"NM-17912","","","","138","","","","313ARTS","Livestock"
"NM-15444","","","","168","","","","210CRCS","Irrigation"
"NM-16177","","","","58","","","","110AVMB","Livestock"
"NM-26265","","","725","718","","","","210CRCS","Domestic"
"NM-08995","","","200","164","","","","","Livestock"
"NM-27794","","","","90","","","","110AVMB","Livestock"
"NM-17165","","","","110","","","","110AVMB","Unused"
"NM-21938","","","236","236","","","","211DKOT","Domestic"
"NM-25650","","","","83","","","","110AVMB","Public supply"
"UC-0095","X","","193","193","0.5","193","","210CRCS","Livestock"
"NM-16312","","","","90","","","","","Domestic"
"NM-24566","","","","80","","","","","Irrigation"
"NM-06669","","","","70","","","","121OGLL","Domestic"
"NM-16790","","","","","","","","","Livestock"
"DA-0109","","","","","","","","112SNTF","Livestock"
"NM-19559","","","","491","","","","121OGLL","Irrigation"
"NM-11768","","","","107","","","","110AVMB","Irrigation"
"NM-06672","","","","","","","","","Domestic"
"NM-13305","","","","","","","","121OGLL","Unused"
"NM-08249","","","","49","","","","121OGLL","Unused"
"NM-18682","","","","700","","","","310GLOR","Livestock"
"NM-18718","","","","","","","","121OGLL","Irrigation"
"NM-05611","","","","","","","","110AVMB","Unused"
"NM-09943","","","","","","","","121OGLL","Unused"
"NM-03031","","","","","","","","110AVMB","Irrigation"
"NM-27421","","","","196","","","","","Observation"
"NM-23465","","","","294","","","","231SNRS","Livestock"
"NM-08448","","","","","","","","121OGLL","Unused"
"NM-02522","","","","","","","","110AVMB","Unused"
"NM-27576","","","","","","","","110AVMB","Livestock"
"NM-02374","","","","500","","","","110AVMB","Irrigation"
"NM-26460","","","","","","","","","Unused"
"NM-07843","","","","54","","","","","Livestock"
"SM-0173","PN-00969","","330","330","0.5299999713897705","316","","300YESO_upper","Livestock"
"NM-00901","","","","","","","","000EXRV","Livestock"
"NM-15718","","","","","","","","110AVMB","Livestock"
"NM-02116","M-00518","","231","231","","231","","110AVMB","Irrigation"
"QY-0996","","","49","49","0.5","","","110ALVM","Livestock"
"BW-0784","","","","889","0.6666666865348816","","","211DKOT","Shared domestic"
"NM-06364","","","","","","","","110AVMB","Unused"
"NM-13131","","","","76","","","","121OGLL","Livestock"
"NM-01333","","","","","","","","","Domestic"
"NM-28130","","","","301","","","","121OGLL","Livestock"
"NM-01161","","","215","215","","","","231CHNL","Livestock"
"NM-04895","","","200","200","1.2000000476837158","","","110AVMB","Livestock"
"NM-06190","","","","285","","","","110AVMB","Domestic"
"SB-0786","X","","","420","","","","112HCBL","Unused"
"NM-15664","","","114","114","","","","110AVMB","Irrigation"
"NM-02310","","","","","","","","110AVMB","Irrigation"
"NM-06901","M-09792","","360","360","0.550000011920929","","","110AVMB","Livestock"
"NM-05686","","","","","","","","","Unused"
"NM-25164","","","","132","","","","","Domestic"
"NM-12844","","","","14","","","","110AVMB","Unused"
"CX-0054","","","","169","","14","","211DKOT","Livestock"
"NM-24697","","","","428","","","","","Domestic"
"NM-00252","","","","","","","","110AVMB","Livestock"
"NM-18495","","","","120","","","","110AVMB","Livestock"
"NM-26658","","","","20","","","","110ALVM","Observation"
"NM-12549","","","","","","","","121OGLL","Livestock"
"NM-13263","","","","120","","","","110AVMB","Domestic"
"NM-01714","SJ-00539","","","2035","0.17000000178813934","1344","","221MRSN","Livestock"
"NM-06051","","","","","","","","","Unused"
"NM-11956","","","","53","","","","110AVMB","Livestock"
"NM-19899","","","","","","","","121OGLL","Unused"
"NM-18104","","","","","","","","313ARTS","Livestock"
"WL-0291","RG-51231 POD1","","315","315","0.550000011920929","315","","","Domestic"
"NM-07401","","","","415","","","","110AVMB","Irrigation"
"NM-04703","","","","250","","","","","Domestic"
"NM-19664","","","","405","","","","121OGLL","Irrigation"
"NM-23574","","","174","174","","","","","Domestic"
"NM-22311","","","","43","","","","110AVMB","Livestock"
"NM-19021","","","","300","","","","231SNRS","Livestock"
"NM-24023","","","294","294","","","","326MGDL","Domestic"
"NM-03563","","","","100","","","","","Domestic"
"NM-27860","","","","260","","","","231SNRS","Livestock"
"NM-21356","","","315","","","","","325MDER","Commercial"
"NM-04380","","","","130","","","","","Irrigation"
"NM-22414","","","20","20","","","","210MNCS","Livestock"
"NM-27452","","","","550","","","","313ARTS","Livestock"
"NM-03082","","","","160","","","","","Livestock"
"NM-27515","","","","490","","","","313ARTS","Irrigation"
"NM-17108","","","","","","","","313ARTS","Unused"
"NM-24954","","","445","","","","","","Domestic"
"QY-0303","","","400","400","1","","","231CHNL","Unknown"
"NM-06755","","","","","","","","","Livestock"
"NM-03153","","","","96","","","","110AVMB","Irrigation"
"NM-17586","","","","228","","","","110AVMB","Irrigation"
"NM-28148","","","165","160","","","","110AVMB","Observation"
"NM-19034","","","","461","","","","121OGLL","Unused"
"QY-0798","","","159","159","0.4166666567325592","","","121OGLL","Livestock"
"BW-0824","","","","56","0.5","","","112ANCH","Shared domestic"
"NM-05503","","","","1004","","","","","Irrigation"
"NM-13679","","","","110","","","","231SNRS","Livestock"
"NM-27488","","","","565","","","","313SADR","Irrigation"
"NM-21971","","","","200","","","","231CHNL","Livestock"
"NM-12803","","","","65","","","","121OGLL","Livestock"
"NM-14442","","","","","","","","110AVMB","Livestock"
"NM-13195","","","","95","","","","110AVMB","Public supply"
"NM-11633","","","","127","","","","121OGLL","Irrigation"
"SB-0214","X","","","0","","","","318BSVP","Unused"
"NM-10719","","","","821","","","","313SADR","Unused"
"NM-16050","","","","","","","","","Livestock"
"NM-10517","","","","177","","","","110AVMB","Unused"
"NM-12756","","","","394","","","","313ARTS","Domestic"
"NM-25486","","","","","","","","121OGLL","Irrigation"
"NM-21766","","","","146","","","","231CHNL","Irrigation"
"NM-16864","","","","145","","","","110AVMB","Irrigation"
"NM-06158","","","","144","","","","110AVMB","Unused"
"NM-26927","","","","100","","","","122SNTFP","Domestic"
"NM-09471","","","","","","","","112SNTF","Livestock"
"NM-09935","","","","230","","","","110AVMB","Unused"
"NM-03973","","","","","","","","","Unused"
"NM-11008","","","","110","","","","121OGLL","Irrigation"
"NM-07284","","","","","","","","","Livestock"
"NM-07900","","","","","","","","","Unused"
"NM-02869","","","","104","","","","210CRCS","Unused"
"NM-02318","","","","190","","","","110AVMB","Irrigation"
"NM-17777","","","145","145","","","","121OGLL","Irrigation"
"PC-060","RG-62363","","360","360","0.3799999952316284","360","","112SNTFP","Domestic"
"MG-023","RG-36094","","182","182","0.41999998688697815","182","","","Domestic"
"NM-12691","","","","","","","","121OGLL","Livestock"
"NM-02461","?","","98","","0.6000000238418579","","","","Livestock"
"QY-0820","","","152","152","0.4166666567325592","","","121OGLL","Livestock"
"NM-12217","","","","100","","","","121OGLL","Irrigation"
"NM-05467","","","","394","","","","110AVMB","Irrigation"
"NM-04036","","","23","22","","","","110AVMB","Unused"
"NM-07026","","","","200","","","","312RSLR","Unused"
"NM-24350","UP-01931","","500","500","0.3799999952316284","500","","321SGDC","Domestic"
"NM-06263","","","","","","","","","Livestock"
"NM-19099","","","242","242","","","","211CRVC","Livestock"
"NM-11275","","","","125","","","","110AVMB","Unused"
